glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/27550041/
Man(a1-?)Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/27550041/
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26228851/
Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31318010/
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S0023643819307790
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-6)]GlcNAc(b1-2)Man(a1-?)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31318010/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S0023643819307790
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S0023643819307790
Neu5Ac(a2-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/abs/pii/S0958694620300972
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S0963996922009966
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-?)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S0963996922009966
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
Neu5Ac(a2-?)Gal(b1-4)[Neu5Ac(a2-6)]GlcNAc(b1-2)Man(a1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Gc(a2-3)Gal(b1-4)[Neu5Ac(a2-6)]GlcNAc(b1-2)Man(a1-?)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S0963996922009966
{Fuc(a1-?)}{Gal(b1-?)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
{Gal(b1-?)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36155291/
{Man(a1-2)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37972931/
{Man(a1-2)}Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S0963996922009966
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25924866/
Fuc(a1-2)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1259419/
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)]GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1259419/
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Fuc(a1-2)[GalNAc(a1-3)]Gal,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Fuc(a1-3)[Gal(b1-4)]Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(?1-?)Gal(?1-?)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(a1-3)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/29932253/
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(a1-3)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(b1-3)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/9538232/
Gal(b1-3)GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1-4)Glc1Cer,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7451409/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30087828/
Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25924866/
Gal(b1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(b1-3)[Neu5Gc(a2-6)]GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25924866/
Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Gal(b1-4)Glc1Cer,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/6741725/
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11112858/
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8299354/
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8299354/
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu4Ac5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,
Gal(b1-4)GlcNAc(b1-3)GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1259419/
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(b1-4)GlcNAc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal(b1-4)GlcNAc1P,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11925504/
Gal(b1-6)Gal(b1-4)Glc-ol,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/EQUUS%20CABALLUS
Gal1Cer3S,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/9692930/
GalNAc,Equus_caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1259419/
